Gender,Course1,Course1,Course,Strand Code,Strand,,,,,Salary,GWA
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,54774,82
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Business Administration major in Marketing - BSBA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,33032,85
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Nursing - BSN,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,89272,83
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Science in Accountancy - BSA,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,16079,76
Female    ,Undecided,Undecided,Undecided,ABM,"Accountancy, Business and Management (ABM)",,,,,40899,79
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,83058,86
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,120281,97
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,66010,75
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,48529,75
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,26463,75
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Not in the list,HUMSS,Humanities and Social Sciences (HUMSS),,,,,108997,78
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,80836,89
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,86222,95
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Undecided,ICT,Information and Communications Technology (ICT),,,,,97975,93
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,126542,93
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,82154,92
Male      ,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,123259,86
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,103552,91
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,127148,80
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Nursing - BSN,HE,Home Economics (HE),,,,,22609,92
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Undecided,ICT,Information and Communications Technology (ICT),,,,,13039,87
Female    ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,76277,87
Male      ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,53441,73
Female    ,Bachelor of Elementary Education - BEED,Not in the list,Not in the list,ADT,Arts and Design Track,,,,,71720,94
Male      ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,22317,88
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,129209,82
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Electronics and Communications Engineering - BSECE,ICT,Information and Communications Technology (ICT),,,,,70390,97
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,Bachelor of Science in Hospitality Management - BSHM,GA,General Academic (GA) ,,,,,74796,85
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,48224,90
Female    ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,39264,87
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,45121,92
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,TVLM,TVL Maritime (TVLM),,,,,78087,79
Male      ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Not in the list,Not in the list,HUMSS,Humanities and Social Sciences (HUMSS),,,,,59146,93
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,117916,84
Male      ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,44860,79
Male      ,Bachelor of Science in Information Technology - BSIT,NO CHOSEN COURSE,NO CHOSEN COURSE,ICT,Information and Communications Technology (ICT),,,,,83361,100
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,125720,94
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in English - BSED ENGLISH,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,128851,73
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Elementary Education - BEED,Undecided,ICT,Information and Communications Technology (ICT),,,,,15628,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HE,Home Economics (HE),,,,,108196,76
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,51906,87
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,114030,94
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Undecided,ICT,Information and Communications Technology (ICT),,,,,40619,89
Female    ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,45913,99
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,GA,General Academic (GA) ,,,,,20241,88
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,ABM,"Accountancy, Business and Management (ABM)",,,,,74685,71
Female    ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,10491,90
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,74730,98
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,25517,95
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,NO CHOSEN COURSE,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,28221,100
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,NO CHOSEN COURSE,ICT,Information and Communications Technology (ICT),,,,,27632,82
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Computer Science - BSCS,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,31505,82
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Information Technology - BSIT,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,18797,88
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,ABM,"Accountancy, Business and Management (ABM)",,,,,96628,93
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,90554,76
Male      ,Bachelor of Secondary Education major in Mathematics - BSED MATH,Not in the list,Not in the list,GA,General Academic (GA) ,,,,,57006,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,HE,Home Economics (HE),,,,,69096,75
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,97010,83
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Computer Science - BSCS,ICT,Information and Communications Technology (ICT),,,,,58016,72
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Undecided,ICT,Information and Communications Technology (ICT),,,,,28322,100
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,31768,83
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,20156,97
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,ICT,Information and Communications Technology (ICT),,,,,80145,71
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Hospitality Management - BSHM,HE,Home Economics (HE),,,,,90124,98
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,25971,82
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,124737,70
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,53168,84
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,93960,92
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,28234,96
